rest,type,address,address_info,number,site,info,img_url,Mon,Tue,Wen,Thu,Fri,Sat,Sun,lat,lng
가마치통닭 진주과기대점,"치킨,닭강정",경남 진주시 동진로 15,,0504-0544-5273,http://www.odr.kr/mvmte0,"포장, 예약, 무선 인터넷",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200109_291%2F1578561582445D6AxR_JPEG%2FpPJRV8tr3BrBwMm1_nVHGn-Z.jpg,매일13:00 - 01:00,,,,,,,35.1789978,128.0929012
나드리김밥 진주경상대학교병원점,분식,경남 진주시 강남로 79 관절염센터 2층 푸드코트,,055-752-7300,http://나드리김밥.com/,"포장, 배달",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231201_9%2F1701400078155AnsTH_PNG%2F1.png,월(3/3)대체공휴일(삼일절)11:00 - 20:00,화08:00 - 20:00,수08:00 - 20:00,목08:00 - 20:00,금08:00 - 20:00,토11:00 - 20:00,일11:00 - 20:00,35.1771423,128.0953898
솥밥갤러리,한식,경남 진주시 동진로34번길 6-14 2층,찾아가는길칠암동저스트덴동2층,0507-1448-2314,https://cafe.naver.com/,,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyNDEwMjRfMjA3%2FMDAxNzI5NzUzMDQ0MTkw.g9ix2HrZEQK-ghgIzoJ4aAQV6NnDSW5bSazLdsFj1q4g.sDzTwWHPHvmb67MFEuc3gNVsJkN0Ts6zDng9t5VUvVYg.JPEG%2F20241023%25A3%25DF183425.jpg,"월11:00 - 16:00
15:30 라스트오더","화11:00 - 16:00
15:30 라스트오더","수11:00 - 16:00
15:30 라스트오더","목11:00 - 16:00
15:30 라스트오더","금11:00 - 16:00
15:30 라스트오더",토정기휴무 (매주 토요일),일정기휴무 (매주 일요일),35.1784661,128.0942175
미쭐,요리주점,경남 진주시 동진로34번길 6-8 1층,,0507-1378-4629,https://www.instagram.com/mizzul_jinju,"무선 인터넷, 남/녀 화장실 구분, 단체 이용 가능, 예약",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241011_192%2F172863932740416UmX_JPEG%2FIMG_7329.jpeg,매일17:00 - 03:00,,,,,,,35.1786336,128.094532
미노소바,일식당,경남 진주시 진주대로920번길 8-4 1층,찾아가는길진주세무서에서 대로변으로 한블럭오시면 나오는 골목에 위치합니다! 백조품은오리와 동네커피카페 사이 골목으로 들어오시면됩니다! 대로변에서 한칸안쪽에 있습니다! 주차는 근처 골목이나 가게 근처에 주차하시고 오시면됩니다!내용 더보기,055-761-2725,,,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240328_43%2F1711582652149w6v48_JPEG%2FIMG_2069.jpeg,"월11:00 - 20:30
20:00 라스트오더","화11:00 - 20:30
20:00 라스트오더","수11:00 - 20:30
20:00 라스트오더","목11:00 - 20:30
20:00 라스트오더","금11:00 - 15:00
14:30 라스트오더","토11:00 - 15:00
14:30 라스트오더",일정기휴무 (매주 일요일),35.18213,128.0901169
오꾸닭 산업대점,"치킨,닭강정",경남 진주시 동진로34번길 8-1,찾아가는길경남과학기술대학교 맞은편 스타벅스 골목으로 100m 들어오시면 됩니다,055-763-5992,http://www.okkudak.co.kr/,"포장, 단체 이용 가능, 남/녀 화장실 구분, 무선 인터넷, 배달",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220608_75%2F165465399457928Ep3_JPEG%2F%25BF%25C0%25B2%25D9%25B4%25DF-%25BA%25EA%25B7%25A3%25B5%25E5%25B0%25FC-%25B7%25CE%25B0%25ED.jpg,"매일17:00 - 02:00
01:00 라스트오더",,,,,,,35.1782645,128.0950155
참치예찬,생선회,경남 진주시 진주대로856번길 13,찾아가는길경상대학교 의대 정문,0507-1477-3024,,"단체 이용 가능, 포장, 무선 인터넷, 남/녀 화장실 구분, 배달",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200810_17%2F1596995110546qfFrT_JPEG%2FvYtcLIG-BS7m-Vjopd5_y6Ih.jpeg.jpg,"월17:30 - 22:50
21:00 라스트오더","화17:30 - 22:50
21:00 라스트오더","수17:30 - 22:50
21:00 라스트오더","목17:30 - 22:50
21:00 라스트오더","금17:30 - 22:50
21:00 라스트오더","토17:30 - 22:50
21:00 라스트오더",일정기휴무 (매주 일요일),35.177598,128.0933367
수라간,술집,경남 진주시 동진로34번길 6-12 1층,,070-4790-7049,https://www.instagram.com/,"예약, 배달",https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMzEyMzFfMTY5%2FMDAxNzA0MDI0MjcyODgx.19jpFpLfeo9PUWlBQ7APO0ywt3fE6ILtwPXo9ziZdswg.uPct6Vy3ESUaKe4PfUJ-BXgbMsarVI61jSkynXdXsbsg.JPEG.ho_onge%2FIMG_0606.JPG,매일18:00 - 04:00,,,,,,,35.1785172,128.094335
림메이크,베이커리,경남 진주시 강남로167번길 22 1층,찾아가는길경상대학교 칠암캠퍼스 후문 백암부동산 좌측입니다!,0507-1362-1946,http://pf.kakao.com/_WcDaxj,"포장, 예약, 무선 인터넷, 반려동물 동반, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230304_164%2F1677872594414ND9rt_JPEG%2F65B42080-3E5F-4CA2-B8D6-E7F3DF20DC58.jpeg,월11:00 - 19:00,화11:00 - 19:00,수11:00 - 19:00,목11:00 - 19:00,금11:00 - 19:00,토11:00 - 19:00,일14:00 - 18:00,35.1826758,128.0934728
버터솝,"카페,디저트",경남 진주시 강남로227번길 8 1층,,0507-1409-3244,https://www.instagram.com/cafe.buttersoap?igsh=d281d3oxOTFzNTky,"단체 이용 가능, 포장, 무선 인터넷",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240407_44%2F171248623068554fIF_JPEG%2F558020E6-D9E2-4757-B3FB-C08DC2445065.jpeg,"월11:00 - 21:00
20:30 라스트오더","화11:00 - 21:00
20:30 라스트오더","수11:00 - 21:00
20:30 라스트오더","목11:00 - 21:00
20:30 라스트오더","금11:00 - 21:00
20:30 라스트오더","토11:00 - 21:00
20:30 라스트오더",일정기휴무 (매주 일요일),35.1874013,128.0910059
엄마국수,국수,경남 진주시 강남로227번길 11,,055-758-2582,,,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200707_60%2F1594098797277EwH4h_JPEG%2FIyQVOHpDwMZFUlbOqFOsKbVa.jpeg.jpg,월(3/3)대체공휴일(삼일절) 휴무,"화11:00 - 16:00
15:45 라스트오더","수11:00 - 16:00
15:45 라스트오더","목11:00 - 16:00
15:45 라스트오더","금11:00 - 16:00
15:45 라스트오더","토11:00 - 16:00
15:45 라스트오더",일정기휴무 (매주 일요일),35.1870358,128.0908828
본도시락 진주경상국립대점,"도시락,컵밥",경남 진주시 진주대로920번길 18 (칠암동) 1층 상가,찾아가는길칠암동 미르치과에서 강변방향으로 도보 100m 오시면 진주세무서 뒷편에 있습니다.,0507-457-7814,http://www.bonif.co.kr/bondosirak,"포장, 배달, 단체 이용 가능, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분, 대기공간, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241113_17%2F1731507256210NUlXW_JPEG%2F2411_%25BA%25BB%25B5%25B5%25BD%25C3%25B6%25F4_%25BD%25BA%25B8%25B6%25C6%25AE%25C7%25C3%25B7%25B9%25C0%25CC%25BD%25BA%2528750x553%25292.jpg,월10:00 - 19:40,화10:00 - 19:40,수10:00 - 19:40,목10:00 - 19:40,금10:00 - 19:40,토10:00 - 19:40,일정기휴무 (매주 일요일),35.182705,128.0912034
옥천식당,한식,경남 진주시 동진로34번길 11,,055-755-0398,,,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180731_29%2F1533023434981SwWls_JPEG%2FdG3VjoO8nLWwBZ4NUlvBFBV2.jpg,,,,,,,,35.1782325,128.0953056
한솥도시락 경남과기대점,"도시락,컵밥",경남 진주시 동진로 26,,055-762-6234,http://www.hsd.co.kr,"포장, 배달",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190118_248%2F1547804218580Mf2ru_JPEG%2FaEUz1Tj86a8xerxorJ7VSOkM.jpg,월08:00 - 20:00,화08:00 - 20:00,수08:00 - 20:00,목08:00 - 20:00,금08:00 - 20:00,토08:00 - 20:00,일08:00 - 20:00,35.1786517,128.0939015
디어파이,"카페,디저트",경남 진주시 강남로167번길 28 1층 일부,찾아가는길진주세무서와 진주 소방서 사이에 위치해있습니다,0507-1483-0812,https://www.instagram.com/dear.p_ie,"단체 이용 가능, 포장, 예약, 반려동물 동반, 무선 인터넷, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240228_256%2F1709054822558PyKP4_JPEG%2FIMG_3481.jpeg,월11:00 - 20:00,화11:00 - 20:00,수11:00 - 20:00,목11:00 - 20:00,금11:00 - 20:00,토11:00 - 18:00,일11:00 - 18:00,35.1824849,128.0929239
불막열삼 진주칠암점,"곱창,막창,양",경남 진주시 진주대로908번길 4 상가 1층,"찾아가는길주소: 경남 진주시 진주대로908번길 4 상가 1층 (진주세무소 맞은편, 진주 남중 후문쪽 위치) *교통수단 이용 시 1.자가용 이용 시: - 네비게이션에 '불막열삼 진주칠암점'을 검색하세요. - 진주남중학교 맞은편에 강남 1상노상 공영주차장이 불막열삼 진주칠암점에서 79m 위치...내용 더보기",0507-1352-6500,https://불막열삼.com,"단체 이용 가능, 예약, 남/녀 화장실 구분, 대기공간, 포장, 배달, 무선 인터넷, 유아의자, 간편결제, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220705_205%2F165699806107079zOW_JPEG%2F%25C1%25F8%25C1%25D6%25C4%25A5%25BE%25CF%25C1%25A1.jpg,월16:00 - 24:00,화16:00 - 24:00,수16:00 - 24:00,목16:00 - 24:00,금16:00 - 24:00,토16:00 - 24:00,일16:00 - 24:00,35.181334,128.0902559
코코호도 산업대점,호두과자,경남 진주시 동진로 10,찾아가는길자가용 : 진주코코호도 산업대점 입니다. 고려병원응급실 옆 고속버스터미널 사이 택시승강장에 위치해있습니다. 잠깐 주차하실분은 가게앞에 잠시주차하셔도 됩니다. 버스 : 진주과학기술대학교 에서 내리셔도 되고 제일병원앞에서 내리셔서 5분정도 걸어오시면 가게가 있습니다.내용 더보기,055-761-0089,http://www.cocohodo.co.kr/,"배달, 포장, 방문접수/출장, 예약, 남/녀 화장실 구분",https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyNDA2MTJfODUg%2FMDAxNzE4MTczMjk1ODM0.6JpyPNIbnfBER6IkCFu3QlYlHVKTFOgXAJVCbg0TuiIg.-T2a3_OP8qmBXAGue6g08UGY0egr9o1gwFx_NuRDioIg.JPEG%2F20240601_154004.jpg,월(3/3)대체공휴일(삼일절)09:00 - 17:00,화08:30 - 19:00,수08:30 - 19:00,목08:30 - 19:00,금08:30 - 19:00,토08:30 - 19:00,일정기휴무 (매주 일요일),35.1786658,128.0922163
사천냉면,냉면,경남 진주시 강남로177번길 17,,055-753-3075,,주차,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220310_151%2F1646896480971YBhoM_JPEG%2FKakaoTalk_20220227_201800935_%25281%2529.jpg,월11:00 - 20:00,화11:00 - 20:00,수11:00 - 20:00,목11:00 - 20:00,금11:00 - 20:00,토11:00 - 20:00,일11:00 - 20:00,35.1833105,128.0933412
맛짱마라탕 칠암점,마라탕,경남 진주시 강남로95번길 24 1층 맛짱마라탕,찾아가는길* 경상대학교 칠암캠퍼스 건너편 골목길로 진입하신 뒤 약 100m 정도 오시면 CU와 경상대학교병원이 있는 4거리 코너에 있습니다! * 경상대병원 후문에서 나와서 좌회전하신 뒤 약 80m 정도 오시면 CU와 경상대학교병원이 있는 4거리 코너에 있습니다! * 경상대병원 북문에...내용 더보기,0507-1369-6802,https://www.instagram.com/matzzang_chilam/,"포장, 배달, 예약, 무선 인터넷",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231226_28%2F1703570801132t9Bc5_JPEG%2FKakaoTalk_20231225_170310450_03.jpg,"월11:00 - 21:00
15:00 - 17:00 브레이크타임","화11:00 - 21:00
15:00 - 17:00 브레이크타임","수11:00 - 21:00
15:00 - 17:00 브레이크타임","목11:00 - 21:00
15:00 - 17:00 브레이크타임","금11:00 - 21:00
15:00 - 17:00 브레이크타임",토15:00 - 21:00,일정기휴무 (매주 일요일),35.1780373,128.0954617
호랑타코,"멕시코,남미음식",경남 진주시 동진로38번길 8 2층,"찾아가는길<찾아 오시는 길> 경상국립대 칠암캠퍼스 정문에서 도보 2분 정문에서 200m 직진, 사거리에서 좌회전 후 빙그레포차 2층에 위치하고 있습니다! 네이버 네비게이션에 '호랑타코' 를 검색하시면 더욱더 편리하게 이용이 가능합니다. <주차안내> 매장 옆 주차장을 이용부탁드립...내용 더보기",0507-1425-1689,,"포장, 배달, 무선 인터넷, 예약, 남/녀 화장실 구분, 유아의자, 단체 이용 가능, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240328_155%2F17116081073942Lzz8_JPEG%2FKakaoTalk_20240328_154049948_06.jpg,"월11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더","화11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더","수11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더","목11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더","금11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더","토11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더","일11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더",35.1782584,128.0954615
홍콩맥주,"맥주,호프",경남 진주시 동진로38번길 16 1층,,0507-1377-7226,https://www.instagram.com/,"단체 이용 가능, 무선 인터넷, 예약, 포장",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221029_60%2F1666982145532ORxLM_JPEG%2F653B3555-06F4-4149-86E0-66757C9BDB4C.jpeg,월18:00 - 02:00,화18:00 - 02:00,수18:00 - 02:00,목18:00 - 02:00,금18:00 - 02:00,토18:00 - 02:00,일정기휴무 (매주 일요일),35.1783137,128.0963039
카페칠암동,"카페,디저트","경남 진주시 강남로201번길 1 1층, 2층",찾아가는길문화예술회관 주차장앞 큰건물(예강)1층,,http://instagram.com/cafe_chilamdong,"남/녀 화장실 구분, 무선 인터넷, 간편결제, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230503_165%2F1683089164562I2gEE_JPEG%2Fimage.jpg,월정기휴무 (매주 월요일),"화11:30 - 22:00
21:30 라스트오더","수11:30 - 22:00
21:30 라스트오더","목11:30 - 22:00
21:30 라스트오더","금11:30 - 22:00
21:30 라스트오더","토11:30 - 22:00
21:30 라스트오더","일11:30 - 22:00
21:30 라스트오더",35.1857394,128.0935828
써브웨이 진주경상대칠암캠퍼스점,샌드위치,경남 진주시 동진로 30,,0507-1328-5002,http://www.subway.co.kr/,,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200103_25%2F1578043665077PQ7DR_JPEG%2F0m0_I7X0TGHqVAadZ1R3VmM4.jpg,월08:00 - 22:00,화08:00 - 22:00,수08:00 - 22:00,목08:00 - 22:00,금08:00 - 22:00,토08:00 - 22:00,일08:00 - 22:00,35.1787141,128.0943769
미뇽,"카페,디저트",경남 진주시 강남로 189 1층,,0507-1344-6714,,"주차, 반려동물 동반, 무선 인터넷, 남/녀 화장실 구분, 예약, 포장",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220630_74%2F1656583620543wBDhh_JPEG%2FKakaoTalk_20220630_190301074_06.jpg,,,,,,,,35.1847666,128.0942719
코피치,"카페,디저트",경남 진주시 동진로20번길 15 1층 코피치,찾아가는길경상국립대학교병원 의과대학 정문(홍지 2관 기숙사) 바로 앞에 있습니다!,0507-2093-3630,https://100원커피이벤트-선착순주문하기.com,"포장, 배달, 무선 인터넷, 예약",https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyNDA3MTFfNDIg%2FMDAxNzIwNjI2OTM1NDc0.JRtVZ4Nth3LjLrBEGA5zXGAyBX5SdTBNgAlVBRvYyTog.3uLGbp5HVHyrWRP_m9LXERJUSRng7GBTIG5z78CkWHUg.JPEG%2FIMG_3305.JPG,"월09:00 - 22:00
21:40 라스트오더","화09:00 - 22:00
21:40 라스트오더","수09:00 - 22:00
21:40 라스트오더","목09:00 - 22:00
21:40 라스트오더","금09:00 - 22:00
21:40 라스트오더","토10:00 - 22:00
21:40 라스트오더","일10:00 - 22:00
21:40 라스트오더",35.1777237,128.0937313
피크앤파이,"카페,디저트",경남 진주시 진주대로930번길 18 1층,,0507-1384-8765,,무선 인터넷,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231107_281%2F1699365643758w34q6_JPEG%2FIMG_9334.jpeg,월정기휴무 (매주 월요일),"화10:00 - 18:30
18:00 라스트오더","수10:00 - 18:30
18:00 라스트오더","목10:00 - 18:30
18:00 라스트오더","금10:00 - 18:30
18:00 라스트오더","토10:00 - 18:30
18:00 라스트오더","일10:00 - 18:30
18:00 라스트오더",35.1836339,128.0907594
죽이야기 진주 칠암점,죽,경남 진주시 진주대로 868,,055-758-6233,https://blog.naver.com/daehoga,"배달, 포장, 무선 인터넷, 예약",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230504_10%2F1683193292634TkSsh_JPEG%2FKakaoTalk_20230419_102316336_02.jpg,매일09:00 - 21:00,,,,,,,35.1780521,128.0919533
남강숯불갈비,한식,경남 진주시 강남로 159 1층,,0507-1389-9133,,,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230709_143%2F1688913394406XcfKA_JPEG%2FKakaoTalk_20230709_230638512_05.jpg,"월11:00 - 22:00
14:00 - 17:00 브레이크타임","화11:00 - 22:00
14:00 - 17:00 브레이크타임","수11:00 - 22:00
14:00 - 17:00 브레이크타임","목11:00 - 22:00
14:00 - 17:00 브레이크타임","금11:00 - 22:00
14:00 - 17:00 브레이크타임","토11:00 - 22:00
14:00 - 17:00 브레이크타임",일정기휴무 (매주 일요일),35.1823895,128.0959893
맘스터치 진주과기대점,햄버거,경남 진주시 동진로 29 2층,,0507-1383-7566,https://momstouch.co.kr,"포장, 배달, 무선 인터넷, 남/녀 화장실 구분",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230829_137%2F1693282401170BAq7o_PNG%2F%25B7%25CE%25B0%25ED_%25C1%25A4%25B9%25E6%25C7%25FC.png,"월10:30 - 20:50
20:20 라스트오더","화10:30 - 20:50
20:20 라스트오더","수10:30 - 20:50
20:20 라스트오더","목10:30 - 20:50
20:20 라스트오더","금10:30 - 20:50
20:20 라스트오더","토11:00 - 20:30
20:00 라스트오더","일11:00 - 20:30
20:00 라스트오더",35.1792408,128.0942803
교촌치킨 칠암망경점,"치킨,닭강정",경남 진주시 동진로20번길 11,,055-757-0313,https://m.kyochon.com/,"포장, 배달, 주차",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221130_290%2F1669782289053g3gih_JPEG%2F%25B1%25B3%25C3%25CC%25C4%25A1%25C5%25B2_%25BD%25C5%25B1%25D4_BI_%25BE%25C6%25C0%25CC%25C4%25DC%2528%25C4%25AB%25C4%25AB%25BF%25C0%2529.jpg,매일12:00 - 24:00,,,,,,,35.1779726,128.0936427
해신궁,한식,경남 진주시 강남로177번길 21-1 1층,찾아가는길강변에서 오시면 뉴강변사우나 골목으로 들어오시고 큰대로에서 오시면 미르치과 골목으로 들어오시면 칠암어린이집앞 사천냉면옆에 있습니다내용 더보기,055-763-2359,,"단체 이용 가능, 예약, 남/녀 화장실 구분, 무선 인터넷",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241026_47%2F1729908821667C4HfM_JPEG%2F1000042200.jpg,월17:30 - 23:00,화17:30 - 23:00,수17:30 - 23:00,목17:30 - 23:00,금17:30 - 23:00,토17:30 - 23:00,일정기휴무 (매주 일요일),35.1832539,128.0931713
족발깡패,"족발,보쌈",경남 진주시 동진로20번길 31,,055-762-8402,,"포장, 배달",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200305_280%2F15834156961606Y1Ja_JPEG%2F3_tAtfq5Khb-tXYVFIUUL7yb.jpg,월16:00 - 24:00,화16:00 - 24:00,수16:00 - 24:00,목16:00 - 24:00,금16:00 - 24:00,토16:00 - 24:00,일16:00 - 24:00,35.1781317,128.0950828
놀부보쌈 놀부부대찌개 진주산업대점,"족발,보쌈",경남 진주시 동진로34번길 9 1층,찾아가는길경상대학교 칠암캠퍼스 정문건너편에 있습니다,055-759-8872,,"포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 간편결제",https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190118_229%2F1547803103194rPJtP_JPEG%2F2pyD_yLyHO3jyGi-g6oTbxE9.jpg,월(3/3)대체공휴일(삼일절)10:00 - 20:00,"화10:00 - 22:00
21:30 라스트오더","수10:00 - 22:00
21:30 라스트오더","목10:00 - 22:00
21:30 라스트오더","금10:00 - 22:00
21:30 라스트오더","토10:00 - 22:00
21:30 라스트오더","일12:30 - 22:00
21:30 라스트오더",35.1783438,128.0952462
